movieId,title,imdbId,Adult,Backdrop_Path,genres
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),115012,0,/gHG1OogmvDJldyi1tjqncjoblKV.jpg,Crime|Drama
31,Dangerous Minds (1995),112792,0,/nAnztzzsijB1CvAcFZATsTTP3tr.jpg,Drama
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),114746,0,/2aPrheKAOwyjJqu6YYd2TvsKv9a.jpg,Mystery|Sci-Fi|Thriller
34,Babe (1995),112431,0,/agkZziO4ZPAsVfKUrJD68lys08P.jpg,Children|Drama
36,Dead Man Walking (1995),112818,0,/ka6np2LONtAElZOVeebb3mwSTBs.jpg,Crime|Drama
38,It Takes Two (1995),113442,0,/yS3E5LOcFsk3eWGh3oWGnsfV1M8.jpg,Children|Comedy
39,Clueless (1995),112697,0,/pmE7AXRn2X0PVVHvcZ5uvxJfN2R.jpg,Comedy|Romance
40,"Cry, the Beloved Country (1995)",112749,0,/gxYGxWXc9855Hzz1VPJuJME6w2u.jpg,Drama
41,Richard III (1995),114279,0,/l8gbqIvow8rXFblM5IzYI5AKN8Z.jpg,Drama|War
42,Dead Presidents (1995),112819,0,/kUdcoofpKcoCFzVQ8lbEbbhsHpC.jpg,Action|Crime|Drama
43,Restoration (1995),114272,0,/nrd3UFXhaqV6odGd9cOVJfdqqGT.jpg,Drama
44,Mortal Kombat (1995),113855,0,/eDg6HPCnQaUhTOdZB3LzJjpnGtT.jpg,Action|Adventure|Fantasy
45,To Die For (1995),114681,0,/hkQonhCuDyjRmhFsFrCK0XnW7kk.jpg,Comedy|Drama|Thriller
46,How to Make an American Quilt (1995),113347,0,/iIPllShmdO66FK6kbncIkdA4O98.jpg,Drama|Romance
47,Seven (a.k.a. Se7en) (1995),114369,0,/dYjZ27hDw2QFaEIfzbNGwW0IkV9.jpg,Mystery|Thriller
48,Pocahontas (1995),114148,0,/9YAVIwBcBrLXeukg2dgMGfYB1uu.jpg,Animation|Children|Drama|Musical|Romance
49,When Night Is Falling (1995),114916,0,/a1YXU1EnyVc5z0QXtvjb39DaSnZ.jpg,Drama|Romance
50,"Usual Suspects, The (1995)",114814,0,/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg,Crime|Mystery|Thriller
52,Mighty Aphrodite (1995),113819,0,/tOxaQIUmgMVYO3L3OGlTMogomba.jpg,Comedy|Drama|Romance
53,Lamerica (1994),110299,0,/1udmBSCUyP6FDrnUNQ9CjSlp0iz.jpg,Adventure|Drama
54,"Big Green, The (1995)",112499,0,/bSE6JsSOvY350NhaT2nhUhl5hUE.jpg,Children|Comedy
55,Georgia (1995),113158,0,/jcqPzPvSTkqIKGEYApA7azTCZZ0.jpg,Drama
57,Home for the Holidays (1995),113321,0,/d9UBz6c39l5tTSC0Dwjg5HrdrwN.jpg,Drama
58,"Postman, The (Postino, Il) (1994)",110877,0,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,Comedy|Drama|Romance
60,"Indian in the Cupboard, The (1995)",113419,0,/zIDwM5vjcBMSeTIlGzubpabRgKt.jpg,Adventure|Children|Fantasy
61,Eye for an Eye (1996),116260,0,/rX3LTGBNy9lxQBaU4yo4NaehIRZ.jpg,Drama|Thriller
62,Mr. Holland's Opus (1995),113862,0,/oUptKQLatCgywVDx0ETVhq7knHt.jpg,Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),116126,0,/we37KH1URxk8jrMaSKVHOmuqaDc.jpg,Comedy|Crime
64,Two if by Sea (1996),118002,0,/9YTwzhG4HcZICyWcwSGO3O9JBgw.jpg,Comedy|Romance
65,Bio-Dome (1996),115683,0,/quc6Smoaha9ZrFlu9gtSlJP66iF.jpg,Comedy
66,Lawnmower Man 2: Beyond Cyberspace (1996),116839,0,/rCZfdhDuJJTwdUMpuaRiCm9jS0k.jpg,Action|Sci-Fi|Thriller
68,French Twist (Gazon maudit) (1995),113149,0,/eAexMnPNZG0Q9QNHNWWfr9iHLMf.jpg,Comedy|Romance
69,Friday (1995),113118,0,/gy0CKsdHmU2GRv9TXP4aIj5hAGE.jpg,Comedy
70,From Dusk Till Dawn (1996),116367,0,/xbeAyr3lUNrp34YdkupZoaQjntb.jpg,Action|Comedy|Horror|Thriller
71,Fair Game (1995),113010,0,/pIZ4qUugsYCglgFQmsaOfuICqVi.jpg,Action
72,Kicking and Screaming (1995),113537,0,/hyG7Y6r0aQnE5ssoTyq8xSQmS25.jpg,Comedy|Drama
73,"Misérables, Les (1995)",113828,0,/eQ9NiDs3FBGxdVCCjaNkQxSEbe0.jpg,Drama|War
74,Bed of Roses (1996),115644,0,/atvPrt0cskbEuuSc2LzTWSVGXAr.jpg,Drama|Romance
75,Big Bully (1996),115676,0,/vgzhV2mmodGUp5GETv13JtGLUac.jpg,Comedy|Drama
76,Screamers (1995),114367,0,/7LMy4tZggDRa31ycv5ccnPtLspV.jpg,Action|Sci-Fi|Thriller
77,Nico Icon (1995),113973,0,/4qO219U8z1XeHLni800jCsbpSs0.jpg,Documentary
78,"Crossing Guard, The (1995)",112744,0,/oi9RFxqb5Tncm7VvDnVT6sZUWyH.jpg,Action|Crime|Drama|Thriller
79,"Juror, The (1996)",116731,0,/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg,Drama|Thriller
80,"White Balloon, The (Badkonake sefid) (1995)",112445,0,/jRLhcuyTPgcaCzrTKVTVrFDWrYo.jpg,Children|Drama
81,Things to Do in Denver When You're Dead (1995),114660,0,/7fEOKdQIfbkOxy0enLtpyPGUsTm.jpg,Crime|Drama|Romance
82,Antonia's Line (Antonia) (1995),112379,0,/sOkUBkwq21ZEThCX7wboY2Xl3m5.jpg,Comedy|Drama
83,Once Upon a Time... When We Were Colored (1995),114039,0,/jWgp2Ai4jwRPhYlCnctMDMWzO6e.jpg,Drama|Romance
85,Angels and Insects (1995),112365,0,/h5PrPi1fnGACJiYoIJxBpAkqhGU.jpg,Drama|Romance
86,White Squall (1996),118158,0,/pgBHDE78HPVmiPb6hlL80ymzLDO.jpg,Action|Adventure|Drama
87,Dunston Checks In (1996),116151,0,/4SYfd4OWLlkzZWhXZK4aCMndCvI.jpg,Children|Comedy
88,Black Sheep (1996),115697,0,/kGwpxwzeSkBb655nQxgC9dHB73F.jpg,Comedy
89,Nick of Time (1995),113972,0,/u1JzntSiNw9vUCqYIOcNDajWwdZ.jpg,Action|Thriller
92,Mary Reilly (1996),117002,0,/mErnrp6gxgSw7eYVnuos3k8EkWf.jpg,Drama|Horror|Thriller
93,Vampire in Brooklyn (1995),114825,0,/puGrHNxFpJWSWwY9OoMjJQXsVYR.jpg,Comedy|Horror|Romance
94,Beautiful Girls (1996),115639,0,/5VfgNZJvJ6FcwF3PPQbpUIzILkQ.jpg,Comedy|Drama|Romance
95,Broken Arrow (1996),115759,0,/m2maHbK0bZhBb9y86Yw39Zm0IFe.jpg,Action|Adventure|Thriller
96,In the Bleak Midwinter (1995),113403,0,/wf446QSy0yhCTx1uuPZbcQgENSH.jpg,Comedy|Drama
97,"Hate (Haine, La) (1995)",113247,0,/viGCwLxupyoaLsa6hrnu1gYrB0B.jpg,Crime|Drama
99,Heidi Fleiss: Hollywood Madam (1995),113283,0,/1Hvs7hsAfDxtXPGqq5ZGSX4Aphb.jpg,Documentary
100,City Hall (1996),115907,0,/9z9SwlbhlV1oaai2gPhyRE8xpIG.jpg,Drama|Thriller
101,Bottle Rocket (1996),115734,0,/wWZjmgJC2m2jy4UAPtRAsakNtG7.jpg,Adventure|Comedy|Crime|Romance
102,Mr. Wrong (1996),117102,0,/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,Comedy
103,Unforgettable (1996),118040,0,/csrQBDnGRQBCRQb8lclpmLGVMnD.jpg,Mystery|Sci-Fi|Thriller
104,Happy Gilmore (1996),116483,0,/hhjHa5o45vRuLIpw98EA41yFtw7.jpg,Comedy
105,"Bridges of Madison County, The (1995)",112579,0,/4TnGcUsyd6ixuLWHaaEG5BGkAIp.jpg,Drama|Romance
106,Nobody Loves Me (Keiner liebt mich) (1994),110251,0,/pTzaa5drRfGwazUAYEWn5pPd42b.jpg,Comedy|Drama
107,Muppet Treasure Island (1996),117110,0,/3RfNxQhvseerf9dNlo1dmL09RLr.jpg,Adventure|Children|Comedy|Musical
108,Catwalk (1996),112646,0,/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,Documentary
110,Braveheart (1995),112573,0,/1m1c5gIWWkb1FEC9lzsoXHhhs7b.jpg,Action|Drama|War
111,Taxi Driver (1976),75314,0,/a58oc5qGNazb3QOxEH8eG5S7gjr.jpg,Crime|Drama|Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),113326,0,/h9T2IaeL9VlKY4MJcTNLtLwj4jG.jpg,Action|Adventure|Comedy|Crime
113,Before and After (1996),115645,0,/vmw1GLjWlCQJZVSaRthQYbf7Ypf.jpg,Drama|Mystery
116,Anne Frank Remembered (1995),112373,0,/6uwqFydMLlsGuVxUz0HWTgnLY5s.jpg,Documentary
117,"Young Poisoner's Handbook, The (1995)",115033,0,/ogEZl7DzCOS6gmrby2N7MSqe2JS.jpg,Crime|Drama
118,If Lucy Fell (1996),116606,0,/vM5LWcH8v2LbFRmhbwvNzKY2SLA.jpg,Comedy|Romance
119,"Steal Big, Steal Little (1995)",114536,0,/wFZzg9PFqZHd5HhACbUIt1z7YAK.jpg,Comedy
121,"Boys of St. Vincent, The (1992)",106473,0,/iEqFtSq6MX8q82VdkAkMgKscZC.jpg,Drama
122,Boomerang (1992),103859,0,/rNulkgxFcmlgre3G8S7ABegzPVm.jpg,Comedy|Romance
123,Chungking Express (Chung Hing sam lam) (1994),109424,0,/i4m14DMv0JG4AOH6sP7Pes87A9x.jpg,Drama|Mystery|Romance
125,Flirting With Disaster (1996),116324,0,/gzlGNZczKeBsNskj8MLGlh0fIc1.jpg,Comedy
126,"NeverEnding Story III, The (1994)",110647,0,/leuav0ikW74sCZyuthKyvcKYVMP.jpg,Adventure|Children|Fantasy
128,Jupiter's Wife (1994),110217,0,,Documentary
129,Pie in the Sky (1996),114131,0,/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,Comedy|Romance
132,Jade (1995),113451,0,/upgQh5QSpsaF6scniEJnE2WhSUU.jpg,Thriller
135,Down Periscope (1996),116130,0,/kKI12z62i28fgXYG5LoMLh4e3PP.jpg,Comedy
137,Man of the Year (1995),113756,0,/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,Documentary
140,Up Close and Personal (1996),118055,0,/wqD5zMFFITtzySK7fuYX42AtbJE.jpg,Drama|Romance
141,"Birdcage, The (1996)",115685,0,/amwSpaWcG06C7i65d8z44wgJ8lC.jpg,Comedy
144,"Brothers McMullen, The (1995)",112585,0,/lkCevtahSlenCKrKkIXVAFtehBB.jpg,Comedy
145,Bad Boys (1995),112442,0,/wOLTJxfv98miIQcn0oNXq9fIgXM.jpg,Action|Comedy|Crime|Drama|Thriller
146,"Amazing Panda Adventure, The (1995)",112342,0,/1fZlLZxYI2kmsymlrOrGXHyWkXS.jpg,Adventure|Children
147,"Basketball Diaries, The (1995)",112461,0,/nb8pMW3o85jATvhz7y6clAFlL1u.jpg,Drama
148,"Awfully Big Adventure, An (1995)",112427,0,/jCMX5qTsYKxCHYBywCH8vzATLfU.jpg,Drama
149,Amateur (1994),109093,0,/n1WJ2ZGgGM2h1belWWgOTpLCIVp.jpg,Crime|Drama|Thriller
150,Apollo 13 (1995),112384,0,/AfGp6Ev3BVdEd7L99kGQzOzsqRb.jpg,Adventure|Drama|IMAX
151,Rob Roy (1995),114287,0,/yOwrZDFWdK2hjb4iOg8UEfNvNpJ.jpg,Action|Drama|Romance|War
152,"Addiction, The (1995)",112288,0,/wXJAMyI543CdRGcmqpCCaV0dNzz.jpg,Drama|Horror
153,Batman Forever (1995),112462,0,/snlu32RmjldF9b068UURJg8sQtn.jpg,Action|Adventure|Comedy|Crime
154,Beauty of the Day (Belle de jour) (1967),61395,0,/9fJPLvrUV32MzpfDwXk7cOnj8hM.jpg,Drama
155,Beyond Rangoon (1995),112495,0,/dcGsNJtwBXnXmSqze0289IjScTR.jpg,Adventure|Drama|War
156,Blue in the Face (1995),112541,0,/8J7EgfkKLIwfvtBvJ3OLsF9BOZu.jpg,Comedy|Drama
157,Canadian Bacon (1995),109370,0,/c4vkEcwWiRAg5TAb4sbuIElSR4T.jpg,Comedy|War
158,Casper (1995),112642,0,/g5hN9Kp4ShUcXmnjoaqg3LSWcHr.jpg,Adventure|Children
159,Clockers (1995),112688,0,/f4zLTxltVrjyU6GtbWe2j1yn18F.jpg,Crime|Drama|Mystery
160,Congo (1995),112715,0,/g3wWgcKTGhfAA4LPvVGBPx0drWw.jpg,Action|Adventure|Mystery|Sci-Fi
161,Crimson Tide (1995),112740,0,/8z7CuFfgqr2zDtsJ2EPeRFLlK4h.jpg,Drama|Thriller|War
162,Crumb (1994),109508,0,/gs6GTGI5mMvsjqmKopWOLlX6N4i.jpg,Documentary
163,Desperado (1995),112851,0,/kjFYGZLDGWMIp3tV4nuWQ4oWDar.jpg,Action|Romance|Western
164,Devil in a Blue Dress (1995),112857,0,/116bqpMui0uJ2DIZnKczsG9LSQf.jpg,Crime|Film-Noir|Mystery|Thriller
165,Die Hard: With a Vengeance (1995),112864,0,/ejNwW7kxbGoD9ZYLHb1UH9nslUr.jpg,Action|Crime|Thriller
166,"Doom Generation, The (1995)",112887,0,/9mHvO0PzmEgxDtmRq3VeTVELYqb.jpg,Comedy|Crime|Drama
168,First Knight (1995),113071,0,/1V0qjbu4xDy8B4LBk8clUisRmBy.jpg,Action|Drama|Romance
169,Free Willy 2: The Adventure Home (1995),113114,0,/kWrGWWEdqtRv3Jn9tCRorEEQ7h5.jpg,Adventure|Children|Drama
170,Hackers (1995),113243,0,/bqFO92d1idNAI4OOncUrduz2YoA.jpg,Action|Adventure|Crime|Thriller
171,Jeffrey (1995),113464,0,/8dCgk9uer8DvMHKdC7wcyzPTwiA.jpg,Comedy|Drama
172,Johnny Mnemonic (1995),113481,0,/eOPvt9Z9WZCzIrDhu359IoEtWm7.jpg,Action|Sci-Fi|Thriller
173,Judge Dredd (1995),113492,0,/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,Action|Crime|Sci-Fi
174,Jury Duty (1995),113500,0,/8zO4AoxU7pzH8PRjDl1phWwLuVm.jpg,Comedy
175,Kids (1995),113540,0,/c6TjV0i5NzUV4MF8N5wxBW7NcrW.jpg,Drama
176,Living in Oblivion (1995),113677,0,/6CwIvZzTtsHX9LQAySH03Vby5UV.jpg,Comedy
177,Lord of Illusions (1995),113690,0,/yLfUS9nFmyrYsntznhvxpZMrdtl.jpg,Horror
178,Love & Human Remains (1993),107447,0,/7J04tcVkPXNWuedOKxiu4guos7H.jpg,Comedy|Drama
179,Mad Love (1995),113729,0,/8njBiJUriBw4wrT6FoVpYA57wdG.jpg,Drama|Romance
180,Mallrats (1995),113749,0,/bWzcRrAgCHIoTglSBt3N5BG5gS8.jpg,Comedy|Romance
181,Mighty Morphin Power Rangers: The Movie (1995),113820,0,/7n6RzJfPGnSGsHidO2gUWYgs1TT.jpg,Action|Children
183,Mute Witness (1994),110604,0,/jZy2ySYglBmL6fNNlyOMzDYKILv.jpg,Comedy|Horror|Thriller
184,Nadja (1994),110620,0,/e67eo1crGllFvBH8mWBamSTfvsL.jpg,Drama
185,"Net, The (1995)",113957,0,/a4ICplkdIFQanvYrBrwBXmEO481.jpg,Action|Crime|Thriller
186,Nine Months (1995),113986,0,/4zzuWYwejsrCTnqN3nM0XTf9B9w.jpg,Comedy|Romance
187,Party Girl (1995),114095,0,/pyDMxTXclKi4oaPDgcdZYZLPCCX.jpg,Comedy
188,"Prophecy, The (1995)",114194,0,/ed7c1oWavgcgZmWKbPr2oKg4JAD.jpg,Fantasy|Horror|Mystery
189,Reckless (1995),114241,0,/edNTtl2UuKcU8vXEaYgu76vISXw.jpg,Comedy|Fantasy
190,Safe (1995),114323,0,/4n0Uejo8mdKtOGvX384pKShs5q.jpg,Thriller
191,"Scarlet Letter, The (1995)",114345,0,/tZJIL1n3eGZd3mZyto3Ux2xNEBW.jpg,Drama|Romance
193,Showgirls (1995),114436,0,/cIXSZnfdRV5xh9bs4Cnv3OryGS2.jpg,Drama
194,Smoke (1995),114478,0,/dkg2DcGg6cjDia20yLWDaNLBRIb.jpg,Comedy|Drama
195,Something to Talk About (1995),114496,0,/hbnz7LB3B8uFKDUSe3uM1K5ats9.jpg,Comedy|Drama|Romance
196,Species (1995),114508,0,/tEHmWaIzM0nuFi1CKQL8mJdJZsT.jpg,Horror|Sci-Fi
198,Strange Days (1995),114558,0,/lPvwp0esgdnb6L7ypTbgwhhAMxz.jpg,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",58450,0,/wVoGdV7PGc9vs0udN2FxnCJpoqz.jpg,Drama|Musical|Romance
201,Three Wishes (1995),114663,0,/BuOA7HsDQmWLuvoTh7gCazSgCo.jpg,Drama|Fantasy
202,Total Eclipse (1995),114702,0,/3FYltaTkmrFeVquPOXbAXgYVuqZ.jpg,Drama|Romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",114682,0,/cDl271jLuysm3Oe6LAzpQ2ZVHw5.jpg,Comedy
204,Under Siege 2: Dark Territory (1995),114781,0,/wqpWEmpBQNRhQ31NhI2v7t8zwc.jpg,Action
205,Unstrung Heroes (1995),114798,0,/2gY7KFsEWAqj6oDajd51lZxGueY.jpg,Comedy|Drama
206,Unzipped (1995),114805,0,/rWzY3vyTqFRm5mGJzolv7XimdNV.jpg,Documentary
207,"Walk in the Clouds, A (1995)",114887,0,/mcI5QGUNncahaDqsIJKmoPuGywY.jpg,Drama|Romance
208,Waterworld (1995),114898,0,/hJleEkILmKzJsvzrU8o5d66jbPa.jpg,Action|Adventure|Sci-Fi
209,White Man's Burden (1995),114928,0,/1DPTZXxblcyAx9ng0S8V1yMIlpB.jpg,Drama
210,Wild Bill (1995),114938,0,/yo8EUyqcVsrJbhUkvc3FCu3R8tl.jpg,Western
211,"Browning Version, The (1994)",109340,0,/8GKe3okbcxaTMDkLumJJuv3wOGC.jpg,Drama
212,Bushwhacked (1995),112602,0,/fyy4NAy6D9AdGomxGdtdg7vrQex.jpg,Adventure|Comedy|Crime|Mystery
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),111579,0,/dR6oO0xtzUhRy9pGe5aL0yLARCu.jpg,Drama
214,Before the Rain (Pred dozhdot) (1994),110882,0,/svbAJquWsATBj17i7Wj4fKZuI3b.jpg,Drama|War
215,Before Sunrise (1995),112471,0,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,Drama|Romance
216,Billy Madison (1995),112508,0,/5ESLsrW33Kw2c3GeLNHrG4Ef9M5.jpg,Comedy
217,"Babysitter, The (1995)",112438,0,/A4tG725okDhIG7fWwU4olFstMVK.jpg,Drama|Thriller
218,Boys on the Side (1995),112571,0,/sfI9P77pB0OCQNn01sdh5p754E.jpg,Comedy|Drama
219,"Cure, The (1995)",112757,0,/5lJZcsRyZmX145dAL5S2oZCRR5K.jpg,Drama
220,Castle Freak (1995),112643,0,/gggdkmSWasCCwtEItnvQw9NpFLi.jpg,Horror
222,Circle of Friends (1995),112679,0,/ySGPHElbJ1ZQEIJe4HPJWA66GmP.jpg,Drama|Romance
223,Clerks (1994),109445,0,/odognqWbo98BJhuvKJ93bKOWm9D.jpg,Comedy
224,Don Juan DeMarco (1995),112883,0,/9qkepBLafRQVuMXWgnjqvdefD92.jpg,Comedy|Drama|Romance
225,Disclosure (1994),109635,0,/4A0f1oqkJLohy8LXjmJpops7CMB.jpg,Drama|Thriller
227,Drop Zone (1994),109676,0,/qe2w7OSeAtiLGrKhNoZcGSwHVA7.jpg,Action|Thriller
228,Destiny Turns on the Radio (1995),112854,0,/sC60syDjr6LfdwNDWWoRpmT7w8d.jpg,Comedy
229,Death and the Maiden (1994),109579,0,/buQbUKiV7fn0vX1mwH6D0Uvvv2t.jpg,Drama|Thriller
230,Dolores Claiborne (1995),109642,0,/9vJ57nbL4hWJrmsyjKTxiGXqrBU.jpg,Drama|Thriller
231,Dumb & Dumber (Dumb and Dumber) (1994),109686,0,/6ELocXlTnboUAxoevKIs9nhfiuS.jpg,Adventure|Comedy
232,Eat Drink Man Woman (Yin shi nan nu) (1994),111797,0,/4t5ImGrZLNUwOiKfLLi4iE9A2EV.jpg,Comedy|Drama|Romance
233,Exotica (1994),109759,0,/sdgWn2YmR2h0HWFUGXmvbCerQCR.jpg,Drama
234,Exit to Eden (1994),109758,0,/iZ9ssYStIgQ9NQQJCEX0XLt38mo.jpg,Comedy
235,Ed Wood (1994),109707,0,/3jrwJiMCe7VZP0DNcywHYOKg0Zu.jpg,Comedy|Drama
236,French Kiss (1995),113117,0,/nZbIezWkPHVR2WLkdGqiR5Cy5do.jpg,Action|Comedy|Romance
237,Forget Paris (1995),113097,0,/9fxljwrE3gYiFaSNNXnubMa1fvb.jpg,Comedy|Romance
238,Far From Home: The Adventures of Yellow Dog (1995),113028,0,/bKl2HUTbuGPEUiZKRaUTJZMZzjw.jpg,Adventure|Children
239,"Goofy Movie, A (1995)",113198,0,/cTipiMvbw54ZgQqgxgNN8gHGGrS.jpg,Animation|Children|Comedy|Romance
240,Hideaway (1995),113303,0,/wDjVua7LmH2yR3fhV2d2oNtrb9G.jpg,Thriller
241,Fluke (1995),113089,0,/lwnM9P0rtXdNdV2uZ9r84ALQTyt.jpg,Children|Drama
242,Farinelli: il castrato (1994),109771,0,/mYWxd7i6qsFK6TyDjMquSGwjo69.jpg,Drama|Musical
243,Gordy (1995),113199,0,/9vzENEEun6X2do2qWbNkPOSRaKL.jpg,Children|Comedy|Fantasy
246,Hoop Dreams (1994),110057,0,/dLZ6XJP5VpeifymHkobzT5s5s1L.jpg,Documentary
247,Heavenly Creatures (1994),110005,0,/r6YVNhTEbPrurey0u4Ldk0WG3VA.jpg,Crime|Drama
248,Houseguest (1994),110066,0,/1k7sOhcOyvFbvlz4tQ6iqhPWrYW.jpg,Comedy
249,Immortal Beloved (1994),110116,0,/k9V719Myb9SfhMIuxVpMqQUOpei.jpg,Drama|Romance
250,Heavyweights (Heavy Weights) (1995),110006,0,/6OiGVkkLMcP6aZtQ7mP9PwvvSMc.jpg,Children|Comedy
251,"Hunted, The (1995)",113360,0,/qPoV6j3uu1JMD2lhM10gFmqagX5.jpg,Action
252,I.Q. (1994),110099,0,/b3fo2hryygeN2FQFu2GLL2Pm1mh.jpg,Comedy|Romance
253,Interview with the Vampire: The Vampire Chronicles (1994),110148,0,/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg,Drama|Horror
254,Jefferson in Paris (1995),113463,0,/r9Ew37WixfD7qAxOb9c79kfwPge.jpg,Drama
255,"Jerky Boys, The (1995)",110189,0,/e43TSVrHVAQfaBSQiTbwui2Fh9i.jpg,Comedy
256,Junior (1994),110216,0,/n0hwPBx8lf11ow7SQeCyQ7nC2EB.jpg,Comedy|Sci-Fi
257,Just Cause (1995),113501,0,/uldIKC3rrKFWfxr3LNdlXFOdNX1.jpg,Mystery|Thriller
258,"Kid in King Arthur's Court, A (1995)",113538,0,/nqDQFwSpzqPNeu7gL0BWnwjWFkL.jpg,Adventure|Children|Comedy|Fantasy|Romance
259,Kiss of Death (1995),113552,0,/p9PdDRIiQfjGtg21xHOPVD7jZyy.jpg,Crime|Drama|Thriller
260,Star Wars: Episode IV - A New Hope (1977),76759,0,/jBFxXKCrViA88hhO59fDx0Av4P.jpg,Action|Adventure|Sci-Fi
261,Little Women (1994),110367,0,/bKi10ZHfvydxWnJhJaOLF6ETX9j.jpg,Drama
262,"Little Princess, A (1995)",113670,0,/tcMVpjdEpsXrbPtVrSmh4uDBSiy.jpg,Children|Drama
263,Ladybird Ladybird (1994),110296,0,/cNftai0xQHlb3wiqWlFioAWNWwF.jpg,Drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),103994,0,/fi7gBF2nfIGWF9MuOhuEr6rkgBQ.jpg,Drama|Fantasy|Romance
